scaffold,n_molecules,split
O=C(Nc1cccnc1)c1nc2ncccn2n1,1,train
O=C(NC12CC3CC(CC(C3)C1)C2)n1ccnc1,1,train
c1ccc(C2=NCCNc3ccccc32)cc1,1,train
O=c1[nH]c2ccccc2c(=O)o1,1,train
C=C1CCCCC1OC(=O)Nc1ccccc1,1,train
O=C(NCc1cccn1Cc1ccccc1)C1CC1,1,train
O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)C1CC1,1,train
O=C(c1ccccc1)c1ccc2cc[nH]c2c1,1,train
O=c1oc2ccccc2n1CCOc1ccccc1,1,train
O=C(NN=Cc1ccco1)c1c[nH]c2ccccc12,1,train
O=C1C[C@H](C(=O)Nc2ncccn2)[C@@H](c2ccccc2)O1,1,train
O=c1cc2c(c[nH]1)CNCC2,1,train
c1cc2ccc3cccc4ncc(c1)c2c34,1,train
c1ccc(C2CCc3ccccc3O2)cc1,1,train
c1ccc2c(-c3cn4ccccc4n3)coc2c1,1,train
O=C(NCc1ccccc1)[C@@H]1C[C@@H]1c1ccccc1,1,train
O=C(Cc1cccnc1)c1cccnc1,1,train
O=C1NC(=O)c2cc(N3CCCC3)ccc21,1,train
O=C(Nc1ccncc1)C1CCCCC1,1,train
O=C1CCCc2oncc21,1,train
O=C1CCCN1CCCNCCCOc1ccccc1,1,train
O=C(Oc1ccc2ccccc2c1)N1CCOCC1,1,train
O=C1C=Cc2ccc3c4c(ccc1c24)-c1ccccc1C3=O,1,train
c1ccc(-c2c3ccccc3nc3ccccc23)cc1,1,train
O=C1CN(N=Cc2ccco2)C(=O)N1,1,train
O=C(Nc1ccccc1)c1ccc2ccccc2n1,1,train
O=C(OCc1ccccc1)[C@@H]1C[C@H]2C=C[C@@H]1C2,1,train
O=C(C=Cc1ccco1)C=Cc1ccco1,1,train
c1ccc2c(c1)OC[C@@H](CN1CCNCC1)O2,1,train
O=C1NCCN1N=Cc1ccco1,1,train
c1ccc(COc2cccc(OCc3ccccc3)n2)cc1,1,train
O=C(NNC1=CCCCC1)c1ccnc2ccccc12,1,train
c1ccc(-c2cc(-c3ccco3)ccn2)cc1,1,train
O=C1CCCC2=C1CNc1ccccc1N2,1,train
O=C1CC(=O)c2ccccc2N1,1,train
C(=NNc1cccc2cccnc12)c1ccccc1,1,train
c1ccc2c(c1)nnn2-c1nc[nH]n1,1,train
O=c1ccc2c(=O)n(Cc3ccccc3)ccc2[nH]1,1,train
c1ccc2c(c1)ccc1c3c(nnc12)CCCC3,1,train
O=C(c1ccc2c(c1)CCO2)N(Cc1ccccc1)C1CC1,1,train
O=C(CCC(=O)OCc1ccccc1)OCc1ccccc1,1,train
O=C1CC2=C(CCN3CC=C4C=CCC[C@]423)CO1,1,train
c1ccc2c(c1)O[C@@H]1C[C@H]2Oc2ccccc21,1,train
O=C(NC1CC1)c1cocn1,1,train
c1ccc2nc3c4ccccc4c4ccccc4c3cc2c1,1,train
c1ccc([C@H]2OC[C@@H](CN3CCCC3)O2)cc1,1,train
c1ccc(CC2CCNC2)cc1,1,train
O=C1/C(=C\Nc2ccccc2)[C@@H]2CCC1C2,1,train
O=C(C=Cc1ccccc1)Oc1cc(=O)oc2ccccc12,1,train
O=c1[nH]cncc1Cc1cnc[nH]c1=O,1,train
O=C(OCc1ccccc1)c1cccnc1,1,train
O=C(CCC1CCCCC1)NC1CCCC1,1,train
O=C(NC1CCCCC1)NC1C2CC3CC(C2)CC1C3,1,train
O=C(c1ccc2c(c1)OCO2)n1cnc2ccccc21,1,train
O=C1NC(=O)c2cc(-c3ccco3)ccc21,1,train
O=c1ccnc2cc(-c3ccco3)[nH]n12,1,train
C(=NNc1ncccn1)c1ccc2ncccc2c1,1,train
O=C(/C=C/c1ccccc1)NCc1ccncc1,1,train
C(=NN1CCCCC1)c1ccccc1,1,train
O=C(Nc1ccccc1)OC[C@H]1COCO1,1,train
C(=NNc1nn[nH]n1)c1ccccc1,1,train
O=C1C=NNC1C(=O)c1ccccc1,1,train
O=C1NC(=O)[C@H]2C=CC=C[C@H]2N1,1,train
O=C(CC(=O)c1ccco1)c1ccccc1,1,train
O=C(c1ccco1)N1CCC(NCc2ccccc2)CC1,1,train
O=C(CCCc1ccccc1)N1CCc2ccccc21,1,train
O=C1CC2CCC1C2,1,train
c1ccc(CCN2CCCCC2)cc1,1,train
c1ccc2c(c1)Cc1ccccc1O2,1,train
O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,1,train
O=c1cc(NCc2ccccc2)c(-c2ccccc2)n[nH]1,1,train
c1ccc2c(c1)Cc1c-2[nH]c2ccccc12,1,train
O=C(Nc1ccccc1)c1ncn[nH]1,1,train
c1cncc(-n2cccc2CN2CCNCC2)c1,1,train
O=c1nc[nH]c(-c2ccccc2)n1,1,train
O=C1[C@H]2C[C@@H]3C=C[C@@]2(CN1c1ccccc1)O3,1,train
O=C1C=CC(NC(=O)c2ccccc2)C=C1,1,train
O=C(C=C1CCCCC1)Nc1ccccc1,1,train
O=C(NNC1=CCCC1)c1ccccc1,1,train
O=C1CC[C@@H]2C1CC[C@@H]1c3ccccc3CCC21,1,train
O=C(CCNc1ccc(-c2ccccc2)cc1)c1ccco1,1,train
O=C1NCCOc2ccccc21,1,train
O=C(Nc1nnc(-c2ccco2)o1)c1ccccc1,1,train
O=c1[nH]cc(-c2ccccc2)o1,1,train
c1ccn2c(NC3CCCCC3)c(-c3ccoc3)nc2c1,1,train
c1ccc(-c2ncoc2-c2ccncc2)cc1,1,train
c1ccc2c(c1)CN1CCCC1=N2,1,train
O=C(CC1CCCC1)N1CCNCC1,1,train
O=C(C=Cc1cc2ccccc2o1)c1ccccc1,1,train
c1ccc(-c2cc(-c3ccncc3)ccn2)cc1,1,train
O=C(NN=C1CCCCC1)c1cccc2ccccc12,1,train
O=C(CCC(=O)Nc1ccccc1)NN=Cc1ccco1,1,train
O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,1,train
c1ccc(C(c2ccco2)N2CCNCC2)cc1,1,train
O=c1c2c(nc3cc(-c4ccco4)[nH]n13)CCC2,1,train
c1ccc2c(c1)CC[C@H]1C3CCCC3CC[C@H]21,1,train
c1ccc(N=C(Nc2ccccc2)Nc2ccccc2)cc1,1,train
c1ccc2c(c1)NCCN2,1,train
O=C(C=Cc1ccco1)Nc1ncccn1,1,train
c1ccc(-c2ccc(-c3cc4ncccn4n3)cc2)cc1,1,train
O=C(NCCCn1ccnc1)C1COc2ccccc2O1,1,train
O=C(C=Cc1ccccc1)Nc1ncn[nH]1,1,train
c1ccc2n[nH]nc2c1,1,train
O=C(Cc1nc2ccccc2[nH]c1=O)c1ccccc1,1,train
O=C(Cc1cccc2ccccc12)NCc1ccccn1,1,train
O=C(c1ccccc1)[C@@H](c1ccccc1)N1CCCCC1,1,train
c1ccc2cccc-2cc1,1,train
O=c1oc2ccccc2cc1-c1cccnc1,1,train
c1ccc(-c2ccccc2OCCN2CCOCC2)cc1,1,train
c1ccc(-c2cc(-c3ccccn3)ccn2)cc1,1,train
c1c(N2CCOCC2)c2nonc2c2nonc12,1,train
c1ccc2cc3c(cc2c1)Cc1ccc2ccccc2c1-3,1,train
O=C1C[C@@H](c2ccccc2)C(=O)N1,1,train
c1ccc(-c2ccnc3nc4ccccc4n23)cc1,1,train
O=c1ccnc(Nc2ccccc2)[nH]1,1,train
O=C(CN1CCCCC1)C12CC3C[C@@H](CC[C@@H](C3)C1)C2,1,train
O=C(NCCc1ccncc1)Nc1ccccc1,1,train
O=C(Cc1cccc2ccccc12)NCc1ccco1,1,train
c1coc(CN2CCCCC2)c1,1,train
C(=NN1CCN(N=Cc2ccccn2)CC1)c1ccccn1,1,train
O=c1ccc(-c2ccccc2)n[nH]1,1,train
O=C(Nc1ccc2c(c1)OCO2)C1CCCCC1,1,train
O=C(Nc1ccccc1)c1ccc2c(c1)OCO2,1,train
O=C1OCOC(=O)C1=Cc1cnccn1,1,train
O=C1C=C(c2ccccc2)C(=O)C=C1c1ccccc1,1,train
O=C1CCC(C(=O)NNC(=O)c2ccccc2)=NN1,1,train
O=C(Cn1cncn1)Nc1cccc2ccccc12,1,train
O=c1cc[nH]c2nc(N3CCCC3)ncc12,1,train
O=C(NNc1ncccn1)c1ccccc1,1,train
c1ccc(CNCCOc2ccccc2)cc1,1,train
C1OC2OCC3(COCO3)C2O1,1,train
O=C1NCCC[C@@H]1C(=O)NC1CCCCC1,1,train
O=C(OCCC1CCCCN1)c1ccccc1,1,train
c1ccc2c(c1)oc1cncnc12,1,train
O=C(NN=C1CCCCCC1)C1COc2ccccc2O1,1,train
O=C(Nc1ccccc1)c1ccncc1,1,train
O=C(c1ccccc1)c1ccc2c3ccccc3ccn12,1,train
O=C(NC(C1CCCC1)C1CCCC1)c1ccccc1,1,train
O=C(Cn1nnc2ccccc21)OCC(=O)c1ccccc1,1,train
O=C1O/C(=C\Oc2ccccc2)c2ccccc21,1,train
O=c1nc[nH]c2c1=NCCN=2,1,train
c1ccc(C2C3=C(CCNC3)c3ccccc32)cc1,1,train
O=C1C[C@H](NN2CCOCC2)C(=O)N1c1ccccc1,1,train
O=c1ccc2ccc3occc3c2o1,1,train
O=C(c1ccco1)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,1,train
c1ncn(C2CCCO2)n1,1,train
c1ccc2c(c1)ncn2C1CCCO1,1,train
c1ccc(N=C2CCNCC2)cc1,1,train
O=C(CCCc1ccccc1)Nc1ccon1,1,train
O=C1CCCc2ccccc21,1,train
O=C(Nc1ccccc1)c1cc2ccccc2[nH]1,1,train
C=C1CCCOc2ccccc21,1,train
c1ncc2ncn(C3CCCCO3)c2n1,1,train
C1=CC2CCCC=C2CC1,1,train
c1ccc2c(NC3CCCCC3)nccc2c1,1,train
O=C(Nc1ccccc1)[C@@H]1COc2ccccc2O1,1,train
O=c1ccc(Oc2ncncn2)n[nH]1,1,train
O=C(Nc1ccon1)c1ccncc1,1,train
c1ccc(Nc2nncn2-c2ccccc2)cc1,1,train
O=C1NC(=O)C(=CC2=Cc3ccccc3OC2)C(=O)N1,1,train
C1=c2ccccc2=CC2CC=c3cc4ccccc4cc3=C12,1,train
c1coc(C2Nc3ccccc3N2)c1,1,train
O=c1cn[nH]c(NN=Cc2ccccc2)n1,1,train
O=C1CC(=C2C(=O)c3ccccc3C2=O)c2ccccc21,1,train
O=C1C=CN2CCC[N+]3=C2N1CCC3,1,train
O=C(CCC1CCCCC1)Nc1ccccn1,1,train
O=C(Cc1ccccc1)Nc1ccncc1,1,train
O=C(C[C@H]1OC[C@H]2CCCCN2C1=O)Nc1ccccc1,1,train
O=c1[nH]c2ccccc2c(=O)n1N=Cc1ccco1,1,train
O=C1NCCC[C@H]1C(=O)Nc1ccccc1,1,train
O=C(COc1ccccc1)NN=C1CCCc2ccccc21,1,train
C1CC2CC1C1CC3OC3C21,1,train
O=C(NN=Cc1ccco1)c1ccc2ccccc2c1,1,train
O=C(NC1CCCCCC1)c1ccccc1,1,train
c1ccc(CC2NCCc3ccccc32)cc1,1,train
c1ccc(Nc2ncnc(N3CCCCC3)n2)cc1,1,train
O=C(Cc1ccccc1)NC(=O)c1cccnc1,1,train
O=C(OOC(=O)c1ccccc1)c1ccccc1,1,train
O=C(C=Cc1ccccc1)NCCc1c[nH]c2ccccc12,1,train
O=C(CCC1CCCC1)NCc1ccc[nH]1,1,train
c1coc(CNc2nccc3ccccc23)c1,1,train
c1ccc2c(c1)[nH]c1c(N3CCCCC3)ncnc12,1,train
O=C1O/C(=C\c2ccccc2)c2ccccc21,1,train
O=c1cccc2[nH]c3ccccc3nc1-2,1,train
O=C(COc1ccccc1)N1CC[C@H](c2ccccc2)C1,1,train
c1ccc2c(-n3nnc4ccccc43)ccnc2c1,1,train
c1coc(-c2nnc3n2CCc2ccccc2-3)c1,1,train
O=c1[nH]cc([C@H]2CCCO2)c(=O)[nH]1,1,train
O=C(NNC(=O)[C@H]1CC12CCC2)Nc1ccccc1,1,train
O=C(NN=C1CCCC1)Nc1ccccc1,1,train
O=C(CC[C@@H]1CCCNC1)c1ccccc1,1,train
O=C1c2ccccc2-c2c3c(cc4ccnc1c24)OCO3,1,train
C=C(NC1CCCCC1)c1ccccc1,1,train
O=C1C=CC(=NC(=O)c2ccco2)C=C1,1,train
O=C1NC=C[C@H](c2ccco2)N1,1,train
c1ccc(-c2cnc3c(c2)CCC3)cc1,1,train
C=C1CCCC(c2ccccc2)C1,1,train
c1ccc(-c2cc(CCN3CCCC3)no2)cc1,1,train
O=C(C=CC1CC=CCC1)NCc1ccccc1,1,train
O=C1C[C@H](c2ccccc2)C(=O)N1,1,train
O=C1CC(Cc2ccccc2)C(=O)N1Cc1ccccc1,1,train
O=C(Cc1ccccc1)OCc1ccccn1,1,train
O=c1cccc[nH]1,1,train
O=C(CC1CCCCC1)c1ccccc1,1,train
c1ccc2c(c1)CCC1(CCNCC1)N2,1,train
O=C1C=CC(=O)c2cc(=O)[nH]cc21,1,train
O=c1[nH]c2ccccc2c2ccccc12,1,train
C1COC2COCOC2C1,1,train
O=C1CNC(=O)N1c1ccccc1,1,train
O=c1cnc2c(=O)nc[nH]c2[nH]1,1,train
c1ccc(C2CNc3ncncc3N2)cc1,1,train
c1ccc(C2CC2)c(OCC2=NCCN2)c1,1,train
O=C1C[C@H](Nc2ccccc2)C(=O)N1,1,train
O=C(Cn1cccn1)N1CCCCCC1,1,train
c1ccc(-c2cc[nH+]cc2)cc1,1,train
C(=Nc1ccccc1)c1cn[nH]c1,1,train
O=c1c2ccccc2ccc2ccccc12,1,train
O=c1nc[nH]cc1-c1ccccc1,1,train
c1ccc(C23CCC(CC2)CC3)cc1,1,train
O=C(Nc1ccc2c(c1)OCO2)[C@H]1COc2ccccc2O1,1,train
c1ccc(N=[NH+]c2ccccc2)cc1,1,train
O=C1NC(=O)C(=C/C=C/c2ccccc2)C(=O)N1,1,train
O=C(CNc1ccccc1)NN=Cc1cccnc1,1,train
O=C(NCc1ccco1)c1ccc[nH]1,1,train
c1ccc(CC2CCC2)cc1,1,train
O=C(C1CCCCC1)N1CCN=C1c1ccccc1,1,train
C1=NC(c2ccccc2)N=C(Nc2ccccc2)N1,1,train
c1ccc(N=C2CCN3CCCc4cccc2c43)cc1,1,train
O=C(NC1CCCCC1)NC1CCCC1,1,train
O=C(NCc1ccc2c(c1)OCO2)Nc1ccccc1,1,train
O=C(NCc1ccccc1)NCc1ccc[nH]1,1,train
O=C1[C@@H]2[C@H](C(=O)N1c1ccccc1)[C@H]1C=C[C@@H]2O1,1,train
c1ccc(-c2nc3ccccc3n3cnnc23)cc1,1,train
O=C1[C@H]2CC=CC[C@H]2C(=O)N1Cc1ccccc1,1,train
O=C1CCCC2OCCN12,1,train
c1ccc(-n2ccnc2)cc1,1,train
O=C(Nc1ccccn1)C1COc2ccccc2O1,1,train
O=C(c1conc1-c1ccccc1)N1CCCC1,1,train
O=C(c1ccco1)N1CCN(CCCc2ccccc2)CC1,1,train
O=C(OCCCOC(=O)c1ccccc1)c1ccccc1,1,train
O=C(Oc1cc(=O)[nH]cn1)c1ccccc1,1,train
c1ccc(CNCCCOc2ccccc2)cc1,1,train
O=C(NC1CCCC1)c1ccc2ccccc2n1,1,train
O=C(Nc1cccc2ccccc12)[C@H]1CCCCN1,1,train
c1ccc(CCNC2CCCC2)nc1,1,train
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,1,train
c1ccc2c(c1)C[C@@H](CN1CCCCC1)O2,1,train
O=C(COc1ccccc1)NNC(=O)[C@@H]1CC12CCC2,1,train
O=C(c1ccccc1)n1cncn1,1,train
O=C(Nc1ccccc1)C12CC3CCC1C3CO2,1,train
O=C1C(=Cc2c[nH]c3ccccc23)C(=O)c2ccccc21,1,train
O=c1[nH]cc(-n2c(=O)cn[nH]c2=O)c(=O)[nH]1,1,train
c1ccc(N2CCOCC2)cc1,1,train
C=C1[C@H]2C=C[C@@H]1[C@@H]1C(=O)N(c3ccccc3)C(=O)[C@@H]12,1,train
O=C1NC=CC1=Cc1ccco1,1,train
O=C(NC1CCCCC1)ON1C(=O)CCC1=O,1,train
O=C1N=CNC1Cc1ccccc1,1,train
c1ccc(ON=C2CCCC2)cc1,1,train
O=C(c1ccccc1)c1ccc2[nH]ccc2c1,1,train
c1ccc(Oc2cccc(Oc3ccccc3)c2)cc1,1,train
O=C1[C@H]2CCCCC2N1c1ccccc1,1,train
O=C1NCCN1C(=O)N1CCN=C1c1ccccc1,1,train
O=C(CC12CCCN1CCC2)Nc1ccccc1,1,train
O=C1CCNCC1N1CCCCC1,1,train
c1ccc(-c2ccnc(-c3ccccn3)n2)nc1,1,train
O=C(NN=Cc1ccccc1)c1cc(-c2ccc[nH]2)n[nH]1,1,train
O=C1OCOC(=O)C1=Cc1ccncc1,1,train
O=C(NCc1ccco1)c1conc1-c1ccccc1,1,train
O=C1C=C(Nc2ccccc2)C[C@H](c2ccccc2)C1,1,train
O=C(Nc1ccon1)c1nc2ncccn2n1,1,train
C1=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CCC1,1,train
c1ccc(C(=C2CN3CCC2CC3)c2ccccc2)cc1,1,train
O=C1/C(=C\Nc2ccccc2)COc2ccccc21,1,train
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,1,train
O=C(CNC(=O)c1cccnc1)Nc1ccon1,1,train
O=C1CCc2ccccc2N1CCN1CCOCC1,1,train
O=C(NC1CC1)[C@@H]1CCCN(C(=O)c2cnccn2)C1,1,train
C=C1CCCC2=C(CCC2)C1,1,train
O=C1OCC2CNc3[nH]cnc(=O)c3N12,1,train
O=c1c2c(nc3[nH]ncn13)-c1ccccc1CC21CCCC1,1,train
O=C1CCCC(=O)[C@H]2C[C@@H]2CCC1,1,train
N=C(Cc1nc2ccccc2[nH]1)c1ccccc1,1,train
O=C1c2ccccc2C(=O)N1Cc1ccccc1,1,train
N=C1CC2C=CCC12,1,train
c1ccc2c(c1)ccc1c3ccc4ccccc4c3[nH]c21,1,train
C=C(Nn1cnnc1)c1ccccc1,1,train
O=C(Nc1ccccc1)[C@@H]1C[C@H]2C=C[C@@H]1O2,1,train
c1ccc(C2c3ccccc3-c3ccccc32)cc1,1,train
O=C(Cc1ccccc1)NN=Cc1ccccn1,1,train
O=C1CCC(c2ccccc2)=NN1,1,train
c1ccc(C2=[NH+]CCc3ccccc32)cc1,1,train
C1=CC(n2cnc3cncnc32)CC1,1,train
O=C(NC1CCCCC1)c1ccc2ccccc2n1,1,train
O=C1CCC2C3=CCc4ccccc4C3CCC12,1,train
c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,1,train
C(=Nc1ccccc1)n1ccnc1,1,train
O=C(NN=C1CCCc2occc21)c1ccncc1,1,train
O=c1c2ccccc2ncn1-c1ccc2c(c1)OCCO2,1,train
O=C1C[C@@H](Cc2cnc[nH]2)CO1,1,train
C1=CCC(C2CC=NN2)CC1,1,train
O=C(C=CC1=Cc2ccccc2OC1)NCc1ccco1,1,train
c1cn(-c2nc[nH]n2)cn1,1,train
c1ccc(Cc2cncnc2)cc1,1,train
C1=CC2CCCCC2CC1,1,train
O=C(Nc1ccccc1)C1CC2CCC1C2,1,train
O=c1nc(-c2ccccc2)[nH]c(-c2ccccc2)n1,1,train
O=c1nc2cccccc-2n1Cc1ccccc1,1,train
O=c1nc(N2CCCC2)[nH]c2ccccc12,1,train
O=c1cc[nH]c(NN=Cc2ccccc2)n1,1,train
O=C1OOC(=O)[C@@H](c2ccccc2)[C@H]1c1ccccc1,1,train
O=C(CC1CCCCC1)NCc1ccccn1,1,train
O=C(CN1CCOCC1)NN=Cc1ccco1,1,train
O=C(c1ccco1)[C@H]1C=NN(c2ccccc2)C1=O,1,train
c1ccc(C(c2ccccc2)C2CCNCC2)cc1,1,train
O=c1cc[nH]c2ncccc12,1,train
O=C(CCc1ccccc1)Nc1nn[nH]n1,1,train
O=C(NN=Cc1cccnc1)c1cc[nH]n1,1,train
O=C1CCCC2=C1CC1(CCCO1)O2,1,train
O=C(C=CC1=Cc2ccccc2OC1)NC1CCCCC1,1,train
C1CCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1,1,train
O=C1CCOc2ccccc21,1,train
O=C(NNC(=O)C1CC1)c1ccc2ccccc2c1,1,train
c1cnc2c(c1)cnc1ccccc12,1,train
c1ccc(CCCNc2ccccn2)cc1,1,train
c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1,1,train
O=C(NN=CCc1ccccc1)c1ccccc1,1,train
c1cc2[nH]onc2c2c3c(nc12)CCCC3,1,train
O=C(NN=CCc1ccccc1)c1cc[nH]n1,1,train
O=C(C=CC1CC=CCC1)N1CCCc2ccccc21,1,train
O=c1ocnc2ccccc12,1,train
C1CC[C@@H]2CNN=C2C1,1,train
c1ccc2c(c1)ccc1c2ccc2cccnc21,1,train
O=C(NNCNNC(=O)c1ccncc1)c1ccncc1,1,train
O=C(OC1CCOC1=O)c1ccco1,1,train
O=c1cc(NN=Cc2ccncc2)[nH]c(=O)[nH]1,1,train
O=c1cc(NCc2ccco2)c2ccccc2o1,1,train
c1ncnc(N2CCCCC2)n1,1,train
O=C1NC2=C(C(=O)CCC2)C(c2ccccc2)N1,1,train
O=C(NC1CCCNC1)c1ccccc1,1,train
O=C(NN=C1CCCCC1)c1cc(-c2ccccc2)n[nH]1,1,train
O=C(NC1CCCc2ccccc21)c1cn[nH]c1,1,train
C1=CC(c2cccc3ccccc23)C=CN1,1,train
O=C(NCCOc1ccccc1)C1CCCCC1,1,train
c1ccc(-c2cc(CN3CCCC3)on2)cc1,1,train
O=C1CCC2C1CCC1C3CCCCC3=CCC21,1,train
O=C1N=CNC1=Cc1ccccc1,1,train
c1ccc(N(c2ccccc2)c2ccccc2)cc1,1,train
O=c1c2c(nc3cc(-c4ccco4)[nH]n13)CCCC2,1,train
C=C(NN=CN1CCCCC1)c1ccccc1,1,train
c1ncc2c(ccc3[nH]ccc32)n1,1,train
O=C(c1ccoc1)N1CCC[C@@H](C(=O)N2CCOCC2)C1,1,train
c1cncc(-c2cc(-c3ccncc3)ccn2)c1,1,train
C1=CCCC(N(CC2=NCCN2)c2ccccc2)=C1,1,train
c1ccc2onnc2c1,1,train
O=C1C=C(OC2CCOc3ccccc32)CC1,1,train
O=C(CCC1CCCCC1)N1CCCCC1,1,train
c1ccc2cc(N=Nc3ccc4ccccc4c3)ccc2c1,1,train
c1ccc(CCC23CCC(CC2)CC3)cc1,1,train
O=C(c1coc2ccccc12)N1CCCCC1,1,train
O=C(N1CCOCC1)C12CC3C[C@@H](CC[C@@H](C3)C1)C2,1,train
c1ccc(-n2cccc2CN2CCCCC2)cc1,1,train
O=C(CCC1CCCCC1)Nc1ccc2ccccc2c1,1,train
O=C(c1cccn1-c1ccccc1)N1CCCC1,1,train
O=C1C=CCN1,1,train
O=C(C[C@@H]1OC[C@@H]2CCCCN2C1=O)Nc1ccccc1,1,train
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1,train
c1ccc2c(c1)[nH]c1cncnc12,1,train
c1ccc(OCc2cn3cccnc3n2)cc1,1,train
C1=CC2=CCCC2C(c2ccccc2)=C1,1,train
O=C(Nc1cccc2ccccc12)N1CCNCC1,1,train
O=C1C2C3CCC(C3)C2C(=O)N1Cc1ccccc1,1,train
c1ccc(NC2CCN(C3CCCC3)CC2)cc1,1,train
O=c1c2ccccc2nc2n1CCC2,1,train
O=C(C=NNc1ccccc1)c1ccccc1,1,train
O=C1N=c2ccccc2=NC1=O,1,train
O=C(Nc1ccccc1)C(=O)Nc1ccccc1,1,train
c1ncnc(N2CCCCCC2)n1,1,train
O=C(Nc1ncccn1)c1cc2ccccc2o1,1,train
O=C(CCc1ccccc1)NN=C1C=CCCC1,1,train
N=c1oc2ccccc2cc1C(=O)NCc1cccnc1,1,train
c1ccc(C(c2cccnc2)N2CCNCC2)nc1,1,train
C1=COCC(OCc2ccccc2)C1,1,train
O=c1[nH]c(=O)c2ccccc2[nH]1,1,train
O=C(c1ccccc1)N1CCc2[nH]cnc(=O)c2C1,1,train
O=C(NCc1ccccc1)[C@@H]1C[C@H]1c1ccccc1,1,train
c1cnn(-c2nncnn2)c1,1,train
O=C(C=NNc1ccccn1)c1ccccc1,1,train
c1ccc(CNC2CCN(Cc3ccncc3)CC2)cc1,1,train
c1cc(CN2CCCCC2)co1,1,train
C=C(C(=O)OC1CC2NC(C1)C1OC21)c1ccccc1,1,train
C1CN1c1nc(N2CC2)nc(N2CC2)n1,1,train
O=c1nc2n(c(=O)[nH]1)CCc1ccccc1-2,1,train
O=C1C=C(NNC(=O)C2CC2)CCC1,1,train
O=C(NC1CCCCC1)N1CCCCCC1,1,train
O=c1[nH]c2c(=O)nc[nH]c2nc1-c1ccccc1,1,train
O=C(Oc1ccccc1)c1ccncc1,1,train
N=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,1,train
O=C1CCCC2c3ccccc3CCc3cccc1c32,1,train
O=C(C=CNc1ccc2[nH]ncc2c1)c1ccco1,1,train
O=C1CCCCCC[C@@]12O[C@@H]2c1ccccc1,1,train
c1ccc(-c2noc(-c3ccoc3)n2)nc1,1,train
c1ccc(-c2ccc3c(c2)CCN3)cc1,1,train
O=C(NN=C1CCCCC1)[C@H]1C[C@@H]1c1ccccc1,1,train
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,1,train
c1c(N2CCCCC2)ncc2c1CCOC2,1,train
O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,1,train
O=C(Nc1ncccn1)c1ccc2c(c1)OCCO2,1,train
c1ccc2c(Nc3ccnc4ccccc34)cccc2c1,1,train
c1cncc(CN2CCC(N3CCCCCC3)CC2)c1,1,train
O=C(C=Cc1ccco1)OCC(=O)N1CCOCC1,1,train
O=c1oc2ccc3ccccc3c2c(=O)c2ccccc12,1,train
O=C(NNc1ccccc1)c1ccc2ccccc2n1,1,train
O=C(c1ccccc1)N1CCC(c2ccccc2)CC1,1,train
O=C(Cc1ccccc1)OC1CCCCC1,1,train
O=c1oc2ccccc2n1CCCN1CCOCC1,1,train
O=C(c1cc(-c2ccco2)n[nH]1)N1CCCC1,1,train
O=c1cncc[nH]1,1,train
c1ccc(C2OCCNCc3ccccc32)cc1,1,train
O=C(Nc1ccccc1)C1[C@H]2CCC=CCC[C@@H]12,1,train
O=C(Cn1cccc1)c1ccccc1,1,train
O=c1oc2ccccc2c2[nH]cnc12,1,train
O=C1CCON1Cc1ccccc1,1,train
N=C1/C(=C\c2ccccc2)N2CCC1CC2,1,train
O=C1OC(C2CCCCC2)=N/C1=C/c1ccccc1,1,train
O=C(COc1ccccc1)OC1CCOC1=O,1,train
O=C1CCC2C(CCC3C4CCC(=O)C4CCC23)C1,1,train
C1=C[C@H]2C[C@@H](C1)CO[C@@H]2c1cccnc1,1,train
O=C(Nc1c[nH]cnc1=O)c1ccccc1,1,train
O=c1[nH]n(CCc2ccccc2)c(=O)c2ccccc12,1,train
O=C1c2ccccc2C(=O)N1c1ccccn1,1,train
O=C(c1ccncc1)n1ccc(=O)[nH]c1=O,1,train
C(=NNc1ccc2nncn2n1)c1ccco1,1,train
O=C1c2nc3ccccc3nc2C(=O)N1C[C@H]1CCCO1,1,train
c1ccc(CN2CCN(CCOc3ccccc3)CC2)cc1,1,train
c1ccc(-c2nc3cncnc3nc2-c2ccccc2)cc1,1,train
O=C(OCc1ccccc1)c1ccnc2ccccc12,1,train
O=C(CCc1ccccc1)NCc1ccco1,1,train
O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,1,train
O=C1C2C(C(=O)N1c1ccccc1)C1C=CC2C12CC2,1,train
C=C1CCCC1C1CC=CCC1,1,train
